id,content
594,"In the Indian number system, one lakh, forty thousand and eighty-seven = A. 14 087, B. 1 40 087, C. 1 400 087, D. 1 040 087"
595,"Shape P has been reflected in the line y= 4 to give the shape Q. Now imagine moving shape P a total of 3 squares up, and keeping the same reflection. In which direction would shape Q move? A. 3 right, B. 3 left, C. 3 down, D. 3 up"
596,"Tom and Katie are trying to work out the area of the shape on the left. Tom says it is: 2 × (6 + y) Katie says it is: 6 × y + 2 × y Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
597,"The fractions in the two circles below add to give the fraction in the circle above. What should replace the question mark? A. 31/40, B. 39/40, C. 23/40, D. 3/20"
598,"A student is asked to express 108 as a product of its prime factors. On what line of working in this factor tree does the first mistake occur? A. Line 1, B. Line 2, C. Line 3, D. Line 4"
599,"Which number is 3 greater than −1.4? A. -4.4, B. 2.4, C. 1.6, D. -1.1"
600,"Which of these quadrilaterals does not have to have two pairs of opposite pairs of angles which are equal? A. Parallelogram, B. Rhombus, C. Rectangle, D. Kite"
601,"What word do we use to describe the relationship: 8 × 9 = 9 × 8 A. Commutativity, B. Factors, C. Associativity, D. Distributivity"
602,"What should replace the question mark? $\frac{3}{7} \div \frac{2}{5} = \frac{3}{7} \times ?$ A. $\frac{2}{5}$, B. 5, C. $\frac{5}{2}$, D. $\frac{7}{3}$"
603,"How much bigger is 5/7 than 2/3? A. 7/10, B. 3/4, C. 3/21, D. 1/21"
604,"A line segment from P to Q has midpoint M with coordinates (-3,-2). If the coordinates of P are (-3,-9), what are the coordinates of the point Q? A. (-3, -3.5), B. (-7, 3), C. (-3, 5), D. (-3, 7)"
605,"Which number is 3 less than 5/6? A. -3 1/6, B. -2 1/6, C. -3 5/6, D. 2/6"
606,"What is the width of each of the intervals on the number line? A. 8/3, B. 3/5, C. 2/3, D. 2"
607,"If 4 is a common factor of the numbers A and B, then 3 is also a common factor of the numbers A and B. Is this statement... A. always true, B. sometimes true, C. never true, D. Impossible to say without more information"
608,"What is 7/8 as a decimal? A. 0.8, B. 0.7, C. 0.78, D. None of these"
609,"Tom and Katie are arguing about the shape on the right. Tom says it is a parallelogram. Katie says it is a rhombus. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
610,"What is the output of this Function Machine? A. 24q, B. 8q − 3, C. 8(q − 3), D. 5q"
611,"Using the key on the right, which of the following symbols should replace the star in terms of length? r ★ p + q A. >, B. <, C. =, D. Need more information"
612,"What is the order of rotational symmetry of this shape? A. 0, B. 1, C. 2, D. 4"
613,"Tom and Katie are arguing about powers. Tom says there is no value of m that means 2^m ends in 0. Katie says there is no value of n that means 5^n ends in 0. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
614,"3 × 2 + 4 - 5 Where do the brackets need to go to make the answer equal 13? A. 3 × (2 + 4) - 5, B. 3 × 2 + (4 - 5), C. 3 × (2 + 4 - 5), D. Does not need brackets"
615,"p × q × r Tom says the statement above is equivalent to: p × (q + r) Katie says the statement above is equivalent to: q × r × p Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither are correct"
616,"How many factors does 11 have? A. 0, B. 1, C. 2, D. 11"
617,"Which of the following calculations would correctly work out the area of the rectangle labelled A? A. 11 × 15 + 11 × 5, B. 11 × 15 - 11 × 5, C. 11 × 10 + 11 × 5, D. 11 × 10 - 11 × 5"
618,"What is the area of the triangle? A. 18 cm², B. 12 cm², C. 24 cm², D. 108 cm²"
619,"Calculate 1/4 ÷ 1/6 A. 6/4, B. 1/24, C. 4/6, D. 24"
620,"Shape P has been reflected in the line x = 5 to give the shape Q. Now imagine moving shape P a total of 3 squares to the right, and keeping the same reflection. In which direction would shape Q move? A. 3 right, B. 3 left, C. 3 down, D. 3 up"
621,"What should replace the question mark? A. 1/4, B. 1, C. 1/20, D. 1/9"
622,"What can you say about line segments K and L? A. K is longer than L, B. K is shorter than L, C. K and L are the same length, D. We don't have enough information without measuring them"
623,"a = 5 b = -0.9 Which of the following gives a value of -4.1? A. a - b, B. b - a, C. -a - b, D. -a - (-b)"
624,"Which of the following is an example of associativity? A. 5 × (6 + 7) = (5 + 6) × 7, B. 5 × (6 × 7) = (5 × 6) × 7, C. 5 × (6 + 7) = 5 × 6 + 5 × 7, D. 5 × 6 = 6 × 5"
625,"What is the size of this angle? A. 65°, B. 75°, C. 125°, D. 115°"
626,"Tom and Katie are arguing about multiples Tom says that if n is a positive integer, 6 + n will always be a multiple of 6 Katie says that if n is a positive integer, 6n will always be a multiple of 6 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
627,"What word do we use to describe the relationship: 8 × 4 = 5 × 4 + 3 × 4 A. Associativity, B. Commutativity, C. Distributivity, D. Factors"
628,"(-22) + 48 = 48 - 22 Is this... A. true because of associativity, B. true because of commutativity, C. true because of distributivity, D. false"
629,"15 × 12 = 15 × (4 × ★) What should replace the star to make this calculation correct? A. 8, B. 12, C. 3, D. 24"
630,"0.6 = 3/5 = ? % A. 50%, B. 35%, C. 60%, D. 6%"
631,"What is the area of this shape? A. 4.5, B. 5, C. 6, D. Not enough information"
632,"What fraction of a full circle is a 240° sector? A. 1/240, B. 7/12, C. 2/3, D. 3/4"
633,"What number should replace ★ in the Venn diagram? A. 11, B. 66, C. 16, D. 132"
634,"Tom and Katie are arguing about the factors of 12 Tom says 1 is a factor of 12 Katie says 12 is a factor of 12 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
635,"Here are the depths below sea level of 3 creatures: Tuna: -2.6 m Ray: -6 m Ling: -1.5 m Arrange their depths in ascending order, starting with the deepest A. 1st Tuna 2nd Ling 3rd Ray, B. 1st Ling 2nd Ray 3rd Tuna, C. 1st Ling 2nd Tuna 3rd Ray, D. 1st Ray 2nd Tuna 3rd Ling"
636,"Which of the following is not a quadrilateral? A. Trapezium, B. Kite, C. Parallelogram, D. Pentagon"
637,"What is the value of a? A. -1, B. -6, C. -5, D. -7"
638,"Jo and Paul are arguing about -5 and -4. Jo says: -5 > -4 Paul says: the absolute value of -4 is greater than the absolute value of -5 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
639,"(-5) + (-2) = A. -7, B. 7, C. 3, D. -3"
640,"What should replace the symbols in the following model to represent the calculation 3 × 5 = 5 × 3? A. ★ = 3 ● = 5 ❤ = 3, B. ★ = 3 ● = 3 ❤ = 5, C. ★ = 15 ● = 15 ❤ = 5, D. ★ = 15 ● = 15 ❤ = 3"
641,"What is the area of the rectangle enclosed by the following 4 lines? x = 4 y = 2 x = -1 y = 6 A. 12 units², B. 14 units², C. 20 units², D. We need more information"
642,"n + 6n = A. 6nn, B. 7n, C. 6n², D. Cannot be simplified"
643,"What is the area of this shape? A. 10, B. 9, C. 4.5, D. 4"
644,"Jo says the diagram above represents 3 ÷ 18 = 6 Paul says the diagram represents 6 × 3 = 18 Who is correct? A. Neither is correct, B. Only Paul, C. Only Jo, D. Both Jo and Paul"
645,"Here is a number line: Which of the following numbers would be placed to the left of -3 on the number line? A. -2, B. -8, C. 0, D. 8"
646,"What are the two missing numbers? A. -5 and 5, B. -7 and 5, C. -7 and 6, D. -5 and 7"
647,"Reflect shape P in line l1 and then in line l2. Describe the single translation from P to the final image. A. (4 0), B. (0 8), C. (0 -6), D. (6 0)"
648,"Which of the following fractions is the arrow pointing to? A. 14/5, B. 3, C. 12/5, D. 11/5"
649,"What is 2.5 written as a fraction? A. 2 1/5, B. 1/2.5, C. 5/2, D. You cannot write decimal numbers as fractions"
650,"What number belongs in the box? □ - 5 = -4 A. -9, B. -1, C. 9, D. 1"
651,"= \frac{1}{2} of ... A. 2/8, B. 2/8, 1/8, C. 8/8, D. 8/8, 4/8"
652,"What number belongs in the box? (-5) + □ = 2 A. 7, B. 8, C. -3, D. -7"
653,"Jo and Paul are trying to calculate the answer to 28 × 7 Jo does this: 30 × 7 - 8 × 7 Paul does this: 20 × 7 + 18 × 7 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
654,"What is the value of p in this compound shape made with rectangles? A. 5, B. 3, C. 4, D. Not enough information"
655,"Tom and Katie are trying to write different calculations for the diagram on the left. Tom writes: 3 × (−6) = −18 Katie writes: (−18)/3 = −6 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
656,"12 ÷ 3 + 1 × 5 = A. 9, B. 1.5, C. 20, D. 10"
657,"Which of the following has only one pair of parallel lines? A. Square, B. Rectangle, C. Trapezium, D. Parallelogram"
658,"Jo and Paul are arguing about this expression: 4p + 2q + 3q - p Jo says you can write it as: 3p + 5q Paul says you can write it as: 6pq + 2pq Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
659,"Tom says the diagram above represents 5 × 4 = 20 Katie says the diagram represents 20 ÷ 5 = 4 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
660,"Jo and Paul are arguing about ordering fractions. Jo says 4/15 > 5/15 Paul says 4/15 > 4/14 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
661,"Jo and Paul are discussing triangles. Jo says angles in an isosceles triangle are always acute. Paul says any triangle will have at most one obtuse angle. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
662,"The diagram shows touching circles with values for radii shown. What is the radius of the largest circle? A. 13 cm, B. 22 cm, C. 26 cm, D. Not enough information"
663,"Calculate 3 ÷ 2/5 A. 6/5, B. 15/2, C. 2/15, D. 6/15"
664,"Which angle is alternate to angle p? A. A, B. B, C. C, D. D"
665,"Which of these is not a multiple of 21? A. 189, B. 84, C. 21, D. 7"
666,"\( \frac{4}{5} \times \frac{2}{9} = ? \) A. 8/45, B. 6/45, C. 36/10, D. 46/45"
667,"Which of the following quadrilaterals does not necessarily have at least one pair of equal angles? A. Trapezium, B. Kite, C. Parallelogram, D. Rhombus"
668,"Which of the following statements is correct? A. Angle P is larger than Angle Q, B. Angle Q is larger than Angle P, C. Angles P and Q are the same size, D. It is impossible to answer without measuring"
669,"Jo and Paul are arguing about the size of the marked angle. Jo says it is 120° Paul says it is 60° Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
670,"Tom and Katie are arguing about what term could replace the star in this addition pyramid. Tom says it could be: f Katie says it could be: 2f Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
671,"What should replace the star? (\frac{1}{8} \times 5) + (\frac{3}{4} \times 5) = \star \times 5 A. \frac{38}{8}, B. \frac{4}{12}, C. \frac{3}{32}, D. \frac{7}{8}"
672,"What is the name of this mathematical instrument? A. Compass, B. Ruler, C. Protractor, D. Pointer"
673,"Which symbols make the following statement correct? 2 _ -7 _ 0 A. > >, B. > <, C. < >, D. < <"
674,
675,"Tom and Katie are arguing about prime numbers Tom says that 91 is a prime number Katie says that 97 is a prime number Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
676,"What is the value of a? A. -9, B. -3, C. -10, D. -8"
677,"The product of two numbers is −20. What could the two numbers be? A. 0 and −30, B. −10 and −10, C. −10 and −2, D. -4 and 5"
678,"What number belongs in the box? (-8) - (-5) = □ A. -13, B. 13, C. 3, D. -3"
679,"What time is 30 minutes before midnight? A. 11:30, B. 11:30 am, C. 11:30 pm, D. None of these answers is correct"
680,"Written as a decimal, what number is the arrow pointing to? A. 0.2, B. 0.25, C. 0.52, D. 0.333 ..."
681,"Jo and Paul are arguing about squares. They know the perimeter of each square. Jo says they must also know the perimeter of the combined shape. Paul says they must also know the area of the combined shape. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
682,"What is the order of rotational symmetry of this shape? A. 0, B. 1, C. 2, D. 4"
683,"What is the size of angle k? A. 82°, B. 90°, C. 138°, D. Not enough information"
684,"Isaac starts school at 8:40 am He finishes school at 3:10 pm How many hours does he spend at school? A. 6.5, B. 6.30, C. 7.5, D. 7.30"
685,"What time will it be 17 hours after 11:00? A. 04:00, B. 06:00, C. 16:00, D. 28:00"
686,"a = 1 b = 4 ab ☆ a + b What symbol should replace the star? A. >, B. <, C. =, D. Need more information"
687,"Tom and Katie are arguing about the line drawn on the circle to the right. Tom says it is a diameter. Katie says it is a radius. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
688,"In which region does 35 belong? A. Multiples of 3, B. Multiples of 3 and 5, C. Multiples of 5, D. Neither multiples of 3 nor 5"
689,"If these two dashed lines are parallel, what size must angle r be? A. 128°, B. 62°, C. 52°, D. Not enough information"
690,"Which image completes a symmetric figure using the red line of symmetry? A. Image A showing a symmetrical diamond-like shape across the red line., B. Image B showing an asymmetrical shape with a step-like pattern below the line., C. Image C showing a shape with an extra step below the line, breaking symmetry., D. Image D showing a shape with an extra step above the line, breaking symmetry."
691,"Order the times from shortest to longest. A. 8 minutes, B. 8 minutes 40 seconds, C. 8 1/2 minutes, D. 500 seconds"
692,"Calculate $\frac{1}{6} \div 3$ A. 2, B. $\frac{1}{18}$, C. 18, D. $\frac{1}{2}$"
693,"The perimeter of this isosceles triangle is 1 1/2. Find the length of the side labelled with an x. A. 1/5, B. 1/10, C. 3/10, D. There is no possible answer"
694,"a and b are different numbers. Which of the following numbers could this be the complete factor tree for? A. 30, B. 31, C. 33, D. 25"
695,"What is the size of angle p? A. 95°, B. 105°, C. 110°, D. 115°"
696,"""Common multiples of 2, 3 and 5 are also multiples of 30"" Is this statement... A. always true, B. sometimes true, C. never true, D. Impossible to say"
697,"Jo and Paul are arguing about how to reflect the object in the line of reflection. Who reflects it correctly? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
698,"What should replace the question mark? A. 3/5, B. 2/3, C. 10/25, D. 6/25"
699,"Tom and Katie are arguing equivalent fractions. Tom says 9/15 = 12/20 Katie says 9/15 = 15/21 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
700,"Which line is showing a line of symmetry? A., B., C., D."
701,"Tom and Katie are arguing about how to calculate the perimeter of the shape on the right, which is made with 5 identical squares and 4 identical triangles. Tom says you can do: 8 × 7 + 8 × 9 Katie says you can do: 4 × 32 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
702,"Which of the following questions would use the calculation 7 × 1/8? A. A pizza is cut into 8 slices, Beth eats 7 of them. What fraction of the pizza is left?, B. A pizza is cut into 7 slices, Beth eats 8 of them. What fraction of the pizza is left?, C. A pizza is cut into 7 slices, Beth eats 8 of them. What fraction of the pizza did Beth eat?, D. A pizza is cut into 8 slices, Beth eats 7 of them. What fraction of the pizza did Beth eat?"
703,"Which of the following fractions is the arrow pointing to? A. 49/100, B. 48/100, C. 4/10, D. 9/20"
704,"Which triangle has the highest order of rotational symmetry? A. An equilateral triangle, B. An isosceles triangle, C. A right-angled triangle, D. They each have the same order of rotational symmetry"
705,"What is the area of this rectangle? A. 35 cm², B. 33 cm², C. 16.5 cm², D. Not enough information"
706,"How would 90 be represented in the Mayan number system? A. ••••, B. ••••, C. ••••, D. ••••"
707,"The product of two numbers is −24. What could the two numbers be? A. -3 and -8, B. -4 and 6, C. -10 and -12, D. -3 and 9"
708,"Jo and Paul are still arguing about the number written as 2^2 × 3^3 × 5^2 Jo says the number is odd. Paul says the number is 3 times bigger than 2^2 × 3^2 × 5^2 . Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
709,"Jo and Paul are talking about statements that can be made about the equation on the right. Jo says this is always true: 2x + 1 > y Paul says this is always true: -2x < y Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
710,"Which of the following is true? A. p + q = 180°, B. p + q = 100°, C. p + q = 60°, D. p + q = 360°"
711,"What is the size of the angle marked t on this regular decagon? A. 144°, B. 140°, C. 135°, D. Not enough information"
712,"Without measuring, what can you say about the area of this shape? A. The area is less than 13, B. The area is more than 13, C. The area is equal to 13, D. It is impossible to say without measuring"
713,"Rectangle P has been enlarged by a scale factor of 2 to give rectangle Q. What length should replace the star? A. 22 cm, B. 40 cm, C. 60 cm, D. 64 cm"
714,"Jo and Paul are talking about the factors of 6 Jo says 1 and 6 are two of the factors of 6 Paul says 2 and 3 are the only factors of 6 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
715,"What fraction should replace the star? 0.47 - ★ = 0.43 A. 1/4, B. 1/25, C. 4/40, D. 1/40"
716,"If the original shape is this: There are 402 dots in Pattern 100 But if the shape changes to this: How many dots would there be in Pattern 100 now? A. 302, B. 401, C. 400, D. 398"
717,"7n + n = A. 8nn, B. 8n, C. 7n², D. Cannot be simplified"
718,"Tom and Katie are arguing about enlargements. Tom says enlargements always make shapes bigger. Katie says enlargements always have integer scale factors. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
719,"2.4 × 3.2 = ?/? × ?/? A. 2/4 × 3/2, B. 12/5 × 16/5, C. 5/12 × 5/16, D. 2 1/4 × 3 1/2"
720,"What is the perimeter of this shape? A. 26 cm, B. 36 cm, C. 160 cm, D. 42 cm"
721,"Which image completes a symmetric figure on the Geo board? A., B., C., D."
722,"What fraction is the arrow pointing to? A. 3/4, B. 2/6, C. 5/12, D. There is no such fraction"
723,"What is the area of this shape? A. 2, B. 4, C. 5, D. 6"
724,"Calculate $\frac{1}{3} \div \frac{1}{5}$ A. $\frac{3}{5}$, B. $\frac{1}{15}$, C. $\frac{5}{3}$, D. 15"
725,"What is the area of the rectangle enclosed by the following 4 lines? x = 5 y = -2 x = 1 y = -4 A. 24 units², B. 15 units², C. 8 units², D. We need more information"
726,"The blue rectangle has an area of 20 cm². Its lengths are enlarged by a scale factor of 3 to produce the pink rectangle. What is the area of the enlarged shape? A. 60 cm², B. 1200 cm², C. 180 cm², D. 120 cm²"
727,"What is the size of this angle? A. 15°, B. 165°, C. 0°, D. This is not an angle"
728,"2^4 = ? A. 24, B. 16, C. 8, D. 6"
729,"Jo and Paul are discussing alternate angles. Jo says angles p and q are corresponding. Paul says angles p and q are alternate. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
730,"What sign would make this statement true? 13/20 ? 0.7 A. >, B. <, C. =, D. You cannot compare fractions and decimals"
731,"Which image completes a symmetric figure using the red line of symmetry? A., B., C., D."
732,"(-2) × (-6) / (-0.25) = A. -3, B. 3, C. -48, D. 48"
733,"How do you say this fraction? 3/5 A. Three point five, B. Three fives, C. Three fifths, D. Third fifths"
734,"Construct the following shape. Draw in the other diagonal. What is the length of this diagonal? A. 30 cm, B. 20 cm, C. 24 cm, D. 18 cm"
735,"Tom and Katie are trying to calculate the answer to 19 × 8 Tom does this: 20 × 8 - 1 × 8 Katie does this: 10 × 8 + 9 × 8 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
736,"What is the value of b? A. -7, B. -4, C. -2, D. -3"
737,"Jo and Paul are arguing about shapes they can construct by joining up points on the diagram in the right. Jo says you can construct a rhombus. Paul says you can construct an equilateral triangle. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
738,"What number belongs in the box? □ - 7 = -3 A. -10, B. 10, C. 4, D. -4"
739,"What is the lowest common multiple of 8 and 5? A. 1, B. 40, C. 80, D. They do not have a lowest common multiple"
740,"a = 4 b = 3 a/b ★ b/a What symbol should replace the star? A. >, B. <, C. =, D. Need more information"
741,"Shape A has been translated to get shape B. Describe how many squares shape A has been moved A. 4 left and 2 up, B. 7 right and 3 down, C. 10 right and 1 down, D. 4 right and 2 down"
742,"A common multiple of 5 and 6 is... A. 1, B. 11, C. 30, D. They do not have a common multiple"
743,"Jo and Paul are arguing about factors and multiples. Jo says two numbers have an infinite number of common multiples. Paul says the highest common factor of two numbers is always greater than 1. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
744,"a × b × c Jo says the statement above is equivalent to: b × c × a Paul says the statement above is equivalent to: (a + b) × c Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
745,"Think of a number, then add 4, next divide by 5. Jo says you can write this as: n + 4 ÷ 5 Paul says you can write this as: (n + 4) / 5 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
746,"What is the perimeter of this compound shape made with rectangles? A. 47 cm, B. 46 cm, C. 54 cm, D. Not enough information"
747,"If you list the multiples of 15 in ascending order, what is the 5th number in the list? A. 60, B. 45, C. 90, D. 75"
748,"Tom and Katie are arguing about distance and coordinates. Tom says (3, -2) and (2, -3) are equidistant from the origin. Katie says (4, 1) and (3, 2) are equidistant from the origin. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
749,"8 + 12 ÷ 4 □ (8 + 12) ÷ 4 Which symbol belongs in the box? A. >, B. <, C. =, D. ≥"
750,"How many lines of symmetry does this regular shape have? A. 10, B. 5, C. 1, D. 0"
751,"25 × 14 = 25 × (2 × ☆) What should replace the star to make this calculation correct? A. 7, B. 14, C. 12, D. 28"
752,"a = 0.2 b = 0.4 What is the value of ab²? A. 0.16, B. 0.32, C. 0.032, D. 0.0064"
753,"The shaded numbers on this grid are the common multiples of... A. 2 and 8, B. 3 and 8, C. 3 and 4, D. Impossible to say"
754,"Tom and Katie are trying to write calculations based on the diagram on the left. Tom writes: 15 - 20 = -5 Katie writes: (-5) + 20 = 15 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
755,"(-5) + (-12) = 12 + 5 Is this... A. true because of associativity, B. true because of commutativity, C. true because of distributivity, D. false"
756,"Rectangle P has been enlarged by a scale factor of 2 to give rectangle Q. What length should replace the star? A. 10 cm, B. 14 cm, C. 7 cm, D. 15 cm"
757,"What is the width of each of the intervals on the number line? A. 3/5, B. 1/3, C. 1/2, D. 2/3"
758,"Tom and Katie are arguing about 4² × 2² Tom says 4² × 2² = 64 Katie says 4² × 2² = 8⁴ Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
759,"Which of the following fractions would lie between 1/3 and 1/2 on a number line? A. 5/12, B. 2/3, C. 3/6, D. There are no fractions between these two"
760,"What sign would make this statement true? 11/25 ? 0.4 A. >, B. <, C. =, D. You cannot compare fractions and decimals"
761,"What is the size of angle y? A. 90°, B. 72°, C. 60°, D. Not enough information"
762,"The line segment is one side of a square. Tom says a vertex of the square could be (2, -2). Katie says a vertex of the square could be (1, 5). Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
763,"（\(\frac{8}{9}\)^2 = ?\) A. \(\frac{16}{18}\), B. \(\frac{64}{9}\), C. \(\frac{64}{81}\), D. \(\frac{8}{81}\)"
764,"Which statement about the temperatures −7°C and 5°C is true? A. 5°C is 2°C colder than −7°C, B. 5°C is 12°C colder than −7°C, C. 5°C is 2°C hotter than −7°C, D. 5°C is 12°C hotter than −7°C"
765,"Which of the following fractions is the arrow pointing to? A. 4/5, B. 4/10, C. 9/10, D. 9/5"
766,"What is the shaded angle in this diagram? A. 65°, B. 115°, C. 100°, D. 130°"
767,"9 × 24 = 9 × □ + 9 × □ = 180 + □ = □ Which of the following sets of numbers belong in the boxes? A. 20, 4, 36, 226, B. 10, 4, 36, 216, C. 20, 4, 36, 216, D. 12, 12, 108, 288"
768,"What is the name given to the red line that intersects the two dashed lines? A. Parallel, B. Corresponding, C. Alternate, D. Transversal"
769,"Statement 1: +(-q) = -q Statement 2: -(-q) = -q What can you say about the above statements for numbers p and q? A. Only statement 1 is true, B. Only statement 2 is true, C. Both statements are true, D. Both statements are false"
770,"What is the size of angle q? A. 50°, B. 130°, C. 70°, D. Not enough information"
771,"Calculate $\frac{4}{7} \div \frac{4}{6}$ A. $\frac{16}{42}$, B. $\frac{42}{16}$, C. $\frac{6}{7}$, D. $\frac{7}{6}$"
772,"What is the size of this angle? A. 52°, B. 132°, C. 128°, D. This is not an angle"
773,"What is the lowest common multiple of 6 and 7? A. 1, B. 13, C. 42, D. They do not have a lowest common multiple"
774,"Which of the following fractions would lie between 1/5 and 1/4 on a number line? A. 2/5, B. 4/20, C. 9/40, D. There are no fractions between these two"
775,"5 × 1/6 = 5 ÷ ? A. 6, B. 1/6, C. 6/6, D. Not possible"
776,"Here are 3 vertices of a parallelogram. What are the coordinates of the 4th vertex? A. (0, 2), B. (-1, 2), C. (0, 3), D. (2, 0)"
777,"Jo and Paul are trying to work out an expression for the area of this shape. Jo says you can do: pr + (q-p)r/2 Paul says you can do: qr/2 + pr/2 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
778,"What is the perimeter of this rectangle? A. 35 cm, B. 33 cm, C. 16.5 cm, D. Not enough information"
779,"What is the size of angle n? A. 131°, B. 141°, C. 96°, D. 84°"
780,"Which angle is alternate to angle q? A. A, B. B, C. C, D. D"
781,"3r = ... Using the diagram, which of the following correctly completes the equation above? A. p, B. 3w, C. 2p, D. 2g"
782,"Squares have been arranged in these patterns: Pattern 1 Pattern 2 Pattern 3 Pattern 4 How many squares would there be in Pattern 6? A. 20, B. 22, C. 23, D. 24"
783,"Write 40 as a product of prime factors. A. 4 × 10, B. 2 × 2 × 5 × 5, C. 2 × 2 × 2 × 5, D. 1 × 1 × 2 × 5"
784,"A shape has an area of n cm². Its lengths are enlarged by a scale factor of 4. What is the area of the enlarged shape? A. 4n, B. 8n, C. 4n², D. 16n"
785,"Jo and Paul are discussing this ring of 10 equally spaced dots. Jo says you can connect dots to create a regular hexagon. Paul says you can connect dots to create a regular pentagon. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
786,"What is the absolute value of −16? A. -16, B. -4 or 4, C. 16, D. 0"
787,"427 × 7 = A. 400 + 20 + 7, B. 280 + 140 + 49, C. 2800 + 140 + 47, D. 2800 + 140 + 49"
788,"The sum of two bricks is equal to the brick above. What number should replace the star? A. -6, B. -4, C. 6, D. 4"
789,"The product of two numbers is −30. What could the two numbers be? A. -15 and -2, B. -20 and -10, C. -6 and 5, D. -30 and 0"
790,"Which of the following calculations is not represented by the diagram above? A. 4 × 7 = 28, B. 4 = 28 ÷ 7, C. 4 ÷ 28 = 7, D. 28 = 7 × 4"
791,"8² = A. 82, B. 64, C. 16, D. 10"
792,"Jo and Paul are talking about how to calculate the angle marked s in this right-angled triangle. Jo says add the 25° and the 90° and take that answer away from 180°. Paul says just calculate the difference between 90° and 25°. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
793,"Calculate 2 ÷ 1/5 A. 2/5, B. 10, C. 1/10, D. 5/2"
794,"Jo and Paul are arguing about the result of this Function Machine: Jo says the output is: n/5 + 3 Paul says the output is: (n+3)/5 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
795,"6 + n \geq 6 - n\nIf n can represent any number, is the statement above... A. never true, B. sometimes true, C. always true, D. Need more information"
796,"Which of the following fractions is the arrow pointing to? A. 7/10, B. 2/10, C. 2/5, D. 7/5"
797,"Tom and Katie are arguing about adding fractions. Tom says 7/4 + 7/5 > 2 Katie says 7/4 + 7/5 < 3 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
798,"4000 minutes is about... A. 3 days, B. 170 days, C. 70 days, D. 6 days"
799,"Which of the following calculations could this diagram represent? A. 12 × 1/3 = 4 1/3, B. 12 × 1/3 = 36, C. 4 × 1/3 = 12, D. 12 × 1/3 = 4"
