exercise_id,QuestionId,text
693,693,The perimeter of this isosceles triangle is 1 1/2. Find the length of the side labelled with an x. 1/5 1/10 3/10 There is no possible answer
694,694,a and b are different numbers. Which of the following numbers could this be the complete factor tree for? 30 31 33 25
695,695,What is the size of angle p? 95° 105° 110° 115°
696,696,"""Common multiples of 2, 3 and 5 are also multiples of 30"" Is this statement... always true sometimes true never true Impossible to say"
697,697,Jo and Paul are arguing about how to reflect the object in the line of reflection. Who reflects it correctly? Only Jo Only Paul Both Jo and Paul Neither is correct
698,698,What should replace the question mark? 3/5 2/3 10/25 6/25
699,699,Tom and Katie are arguing equivalent fractions. Tom says 9/15 = 12/20 Katie says 9/15 = 15/21 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
700,700,Which line is showing a line of symmetry?    
701,701,"Tom and Katie are arguing about how to calculate the perimeter of the shape on the right, which is made with 5 identical squares and 4 identical triangles. Tom says you can do: 8 × 7 + 8 × 9 Katie says you can do: 4 × 32 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
702,702,"Which of the following questions would use the calculation 7 × 1/8? A pizza is cut into 8 slices, Beth eats 7 of them. What fraction of the pizza is left? A pizza is cut into 7 slices, Beth eats 8 of them. What fraction of the pizza is left? A pizza is cut into 7 slices, Beth eats 8 of them. What fraction of the pizza did Beth eat? A pizza is cut into 8 slices, Beth eats 7 of them. What fraction of the pizza did Beth eat?"
703,703,Which of the following fractions is the arrow pointing to? 49/100 48/100 4/10 9/20
704,704,Which triangle has the highest order of rotational symmetry? An equilateral triangle An isosceles triangle A right-angled triangle They each have the same order of rotational symmetry
705,705,What is the area of this rectangle? 35 cm² 33 cm² 16.5 cm² Not enough information
706,706,"How would 90 be represented in the Mayan number system? ••••


 ••••

 ••••

 ••••


"
707,707,"The product of two numbers is −24.
What could the two numbers be? -3 and -8 -4 and 6 -10 and -12 -3 and 9"
708,708,"Jo and Paul are still arguing about the number written as 2^2 × 3^3 × 5^2

Jo says the number is odd.

Paul says the number is 3 times bigger than 2^2 × 3^2 × 5^2 .

Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
709,709,Jo and Paul are talking about statements that can be made about the equation on the right. Jo says this is always true: 2x + 1 > y Paul says this is always true: -2x < y Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
710,710,Which of the following is true? p + q = 180° p + q = 100° p + q = 60° p + q = 360°
711,711,What is the size of the angle marked t on this regular decagon? 144° 140° 135° Not enough information
712,712,"Without measuring, what can you say about the area of this shape? The area is less than 13 The area is more than 13 The area is equal to 13 It is impossible to say without measuring"
713,713,Rectangle P has been enlarged by a scale factor of 2 to give rectangle Q. What length should replace the star? 22 cm 40 cm 60 cm 64 cm
714,714,Jo and Paul are talking about the factors of 6 Jo says 1 and 6 are two of the factors of 6 Paul says 2 and 3 are the only factors of 6 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
715,715,"What fraction should replace the star?
0.47 - ★ = 0.43 1/4 1/25 4/40 1/40"
716,716,If the original shape is this: There are 402 dots in Pattern 100 But if the shape changes to this: How many dots would there be in Pattern 100 now? 302 401 400 398
717,717,7n + n = 8nn 8n 7n² Cannot be simplified
718,718,Tom and Katie are arguing about enlargements. Tom says enlargements always make shapes bigger. Katie says enlargements always have integer scale factors. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
719,719,2.4 × 3.2 = ?/? × ?/? 2/4 × 3/2 12/5 × 16/5 5/12 × 5/16 2 1/4 × 3 1/2
720,720,What is the perimeter of this shape? 26 cm 36 cm 160 cm 42 cm
721,721,Which image completes a symmetric figure on the Geo board?    
722,722,What fraction is the arrow pointing to? 3/4 2/6 5/12 There is no such fraction
723,723,What is the area of this shape? 2 4 5 6
724,724,"Calculate

$\frac{1}{3} \div \frac{1}{5}$ $\frac{3}{5}$ $\frac{1}{15}$ $\frac{5}{3}$ 15"
725,725,What is the area of the rectangle enclosed by the following 4 lines? x = 5 y = -2 x = 1 y = -4 24 units² 15 units² 8 units² We need more information
726,726,The blue rectangle has an area of 20 cm². Its lengths are enlarged by a scale factor of 3 to produce the pink rectangle. What is the area of the enlarged shape? 60 cm² 1200 cm² 180 cm² 120 cm²
727,727,What is the size of this angle? 15° 165° 0° This is not an angle
728,728,2^4 = ? 24 16 8 6
729,729,Jo and Paul are discussing alternate angles. Jo says angles p and q are corresponding. Paul says angles p and q are alternate. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
730,730,"What sign would make this statement true?

13/20 ? 0.7 > < = You cannot compare fractions and decimals"
731,731,Which image completes a symmetric figure using the red line of symmetry?    
732,732,(-2) × (-6) / (-0.25) = -3 3 -48 48
733,733,"How do you say this fraction?

3/5 Three point five Three fives Three fifths Third fifths"
734,734,Construct the following shape. Draw in the other diagonal. What is the length of this diagonal? 30 cm 20 cm 24 cm 18 cm
735,735,Tom and Katie are trying to calculate the answer to 19 × 8 Tom does this: 20 × 8 - 1 × 8 Katie does this: 10 × 8 + 9 × 8 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
736,736,What is the value of b? -7 -4 -2 -3
737,737,Jo and Paul are arguing about shapes they can construct by joining up points on the diagram in the right. Jo says you can construct a rhombus. Paul says you can construct an equilateral triangle. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
738,738,"What number belongs in the box?

□ - 7 = -3 -10 10 4 -4"
739,739,What is the lowest common multiple of 8 and 5? 1 40 80 They do not have a lowest common multiple
740,740,a = 4 b = 3 a/b ★ b/a What symbol should replace the star? > < = Need more information
741,741,Shape A has been translated to get shape B. Describe how many squares shape A has been moved 4 left and 2 up 7 right and 3 down 10 right and 1 down 4 right and 2 down
742,742,A common multiple of 5 and 6 is... 1 11 30 They do not have a common multiple
743,743,Jo and Paul are arguing about factors and multiples. Jo says two numbers have an infinite number of common multiples. Paul says the highest common factor of two numbers is always greater than 1. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
744,744,a × b × c Jo says the statement above is equivalent to: b × c × a Paul says the statement above is equivalent to: (a + b) × c Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
745,745,"Think of a number, then add 4, next divide by 5. Jo says you can write this as: n + 4 ÷ 5 Paul says you can write this as: (n + 4) / 5 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
746,746,What is the perimeter of this compound shape made with rectangles? 47 cm 46 cm 54 cm Not enough information
747,747,"If you list the multiples of 15 in ascending order, what is the 5th number in the list? 60 45 90 75"
748,748,"Tom and Katie are arguing about distance and coordinates. Tom says (3, -2) and (2, -3) are equidistant from the origin. Katie says (4, 1) and (3, 2) are equidistant from the origin. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
749,749,8 + 12 ÷ 4 □ (8 + 12) ÷ 4 Which symbol belongs in the box? > < = ≥
750,750,How many lines of symmetry does this regular shape have? 10 5 1 0
751,751,25 × 14 = 25 × (2 × ☆) What should replace the star to make this calculation correct? 7 14 12 28
752,752,a = 0.2  b = 0.4 What is the value of ab²? 0.16 0.32 0.032 0.0064
753,753,The shaded numbers on this grid are the common multiples of... 2 and 8 3 and 8 3 and 4 Impossible to say
754,754,Tom and Katie are trying to write calculations based on the diagram on the left. Tom writes: 15 - 20 = -5 Katie writes: (-5) + 20 = 15 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
755,755,"(-5) + (-12) = 12 + 5
Is this... true because of associativity true because of commutativity true because of distributivity false"
756,756,Rectangle P has been enlarged by a scale factor of 2 to give rectangle Q. What length should replace the star? 10 cm 14 cm 7 cm 15 cm
757,757,What is the width of each of the intervals on the number line? 3/5 1/3 1/2 2/3
758,758,Tom and Katie are arguing about 4² × 2² Tom says 4² × 2² = 64 Katie says 4² × 2² = 8⁴ Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
759,759,Which of the following fractions would lie between 1/3 and 1/2 on a number line? 5/12 2/3 3/6 There are no fractions between these two
760,760,"What sign would make this statement true?

11/25 ? 0.4 >  < = You cannot compare fractions and decimals"
761,761,What is the size of angle y? 90° 72° 60° Not enough information
762,762,"The line segment is one side of a square. Tom says a vertex of the square could be (2, -2). Katie says a vertex of the square could be (1, 5). Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
763,763,（\(\frac{8}{9}\)^2 = ?\) \(\frac{16}{18}\) \(\frac{64}{9}\) \(\frac{64}{81}\) \(\frac{8}{81}\)
764,764,Which statement about the temperatures −7°C and 5°C is true? 5°C is 2°C colder than −7°C 5°C is 12°C colder than −7°C 5°C is 2°C hotter than −7°C 5°C is 12°C hotter than −7°C
765,765,Which of the following fractions is the arrow pointing to? 4/5 4/10 9/10 9/5
766,766,What is the shaded angle in this diagram? 65° 115° 100° 130°
767,767,"9 × 24 = 9 × □ + 9 × □ = 180 + □ = □ Which of the following sets of numbers belong in the boxes? 20, 4, 36, 226 10, 4, 36, 216 20, 4, 36, 216 12, 12, 108, 288"
768,768,What is the name given to the red line that intersects the two dashed lines? Parallel Corresponding Alternate Transversal
769,769,Statement 1: +(-q) = -q Statement 2: -(-q) = -q What can you say about the above statements for numbers p and q? Only statement 1 is true Only statement 2 is true Both statements are true Both statements are false
770,770,What is the size of angle q? 50° 130° 70° Not enough information
771,771,"Calculate

$\frac{4}{7} \div \frac{4}{6}$ $\frac{16}{42}$ $\frac{42}{16}$ $\frac{6}{7}$ $\frac{7}{6}$"
772,772,What is the size of this angle? 52° 132° 128° This is not an angle
773,773,What is the lowest common multiple of 6 and 7? 1 13 42 They do not have a lowest common multiple
774,774,Which of the following fractions would lie between 1/5 and 1/4 on a number line? 2/5 4/20 9/40 There are no fractions between these two
775,775,5 × 1/6 = 5 ÷ ? 6 1/6 6/6 Not possible
776,776,"Here are 3 vertices of a parallelogram. What are the coordinates of the 4th vertex? (0, 2) (-1, 2) (0, 3) (2, 0)"
777,777,Jo and Paul are trying to work out an expression for the area of this shape. Jo says you can do: pr + (q-p)r/2 Paul says you can do: qr/2 + pr/2 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
778,778,What is the perimeter of this rectangle? 35 cm 33 cm 16.5 cm Not enough information
779,779,What is the size of angle n? 131° 141° 96° 84°
780,780,Which angle is alternate to angle q? A B C D
781,781,"3r = ... Using the diagram, which of the following correctly completes the equation above? p 3w 2p 2g"
782,782,Squares have been arranged in these patterns: Pattern 1 Pattern 2 Pattern 3 Pattern 4 How many squares would there be in Pattern 6? 20 22 23 24
783,783,Write 40 as a product of prime factors. 4 × 10 2 × 2 × 5 × 5 2 × 2 × 2 × 5 1 × 1 × 2 × 5
784,784,A shape has an area of n cm². Its lengths are enlarged by a scale factor of 4. What is the area of the enlarged shape? 4n 8n 4n² 16n
785,785,Jo and Paul are discussing this ring of 10 equally spaced dots. Jo says you can connect dots to create a regular hexagon. Paul says you can connect dots to create a regular pentagon. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
786,786,What is the absolute value of −16? -16 -4 or 4 16 0
787,787,427 × 7 = 400 + 20 + 7 280 + 140 + 49 2800 + 140 + 47 2800 + 140 + 49
788,788,The sum of two bricks is equal to the brick above. What number should replace the star? -6 -4 6 4
789,789,The product of two numbers is −30. What could the two numbers be? -15 and -2 -20 and -10 -6 and 5 -30 and 0
790,790,Which of the following calculations is not represented by the diagram above? 4 × 7 = 28 4 = 28 ÷ 7 4 ÷ 28 = 7 28 = 7 × 4
791,791,8² = 82 64 16 10
792,792,Jo and Paul are talking about how to calculate the angle marked s in this right-angled triangle. Jo says add the 25° and the 90° and take that answer away from 180°. Paul says just calculate the difference between 90° and 25°. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
793,793,Calculate 2 ÷ 1/5 2/5 10 1/10 5/2
794,794,Jo and Paul are arguing about the result of this Function Machine: Jo says the output is: n/5 + 3 Paul says the output is: (n+3)/5 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
795,795,"6 + n \geq 6 - n\nIf n can represent any number, is the statement above... never true sometimes true always true Need more information"
796,796,Which of the following fractions is the arrow pointing to? 7/10 2/10 2/5 7/5
797,797,Tom and Katie are arguing about adding fractions. Tom says 7/4 + 7/5 > 2 Katie says 7/4 + 7/5 < 3 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
798,798,4000 minutes is about... 3 days 170 days 70 days 6 days
799,799,Which of the following calculations could this diagram represent? 12 × 1/3 = 4 1/3 12 × 1/3 = 36 4 × 1/3 = 12 12 × 1/3 = 4
800,800,(-3) × (-2) / (-0.2) = -30 -3 30 3
801,801,What shape do you get if you join up the midpoints of the sides of this shape? Parallelogram Rhombus Kite Rectangle
802,802,Which of the following is true? p + q = 90° p + q = 100° p + q = 180° p + q = 360°
803,803,2.1 × 400 = 810 8400 840 210
804,804,a and b represent different numbers. Tom says: a × b = b × a Katie says: a ÷ b = b ÷ a Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
805,805,"Is the following statement always true, sometimes true, or never true? A multiple of 4 is a multiple of 20 Never true Sometimes true Always true Not enough information to decide"
806,806,Which angle is allied (co-interior) to angle p? A B C D
807,807,"How do you say this fraction?

5
-
6 Five sixes Five point one zero Fifth sixths Five sixths"
808,808,Tom and Katie are arguing about creating equations using the diagram on the right. Tom says: w = g/3 Katie says: w = 4p Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
809,809,Asha's office is on level 7. Her car is parked in the basement on level -2. How many floors does Asha need to go down to get from the office to her car? 10 5 9 7
810,810,Which of these fractions could not be placed between the fractions marked on the number line? 2/5 75/150 1/4 10/15
811,811,"(4 × 3) + 2 □ 4 × (3 + 2)
Which symbol belongs in the box? > < = ≈"
812,812,\(\frac{18}{30} = ?\) 0.54 0.30 0.18 0.6
813,813,Here is a number line: Which of the following numbers could be indicated by the arrow? -1.5 -0.5 -1 -0.25
814,814,Which of the following diagrams shows a diameter? A B C D
815,815,Which protractor is positioned correctly to most easily measure the obtuse angle below (shown in red)? A B Both Neither
816,816,"""Common multiples of 3 and 5 are also multiples of 15"" Is this statement... always true never true sometimes true impossible to say"
817,817,= \frac{1}{3} of ... 图片A 图片B 图片C 图片D
818,818,"The line segment is one side of a square. Which of the following coordinates could be a vertex of the square? (-3, 3) (-3, -6) (-1, -3) (-5, 3)"
819,819,"a, b and c are different numbers

Is the above relationship...

 always true sometimes true never true Need more information"
820,820,Which shape has a line of symmetry? Shape A Shape B Shape C None of them
821,821,Jo and Paul are arguing about powers. Jo says 9^4 = 3^8 Paul says 9^4 = 3^2 × 3^2 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
822,822,"Shape P has been rotated 90° clockwise about point (5, 1) to give shape Q. Now imagine moving shape P a total of 3 squares to the right, and keeping the same rotation. In which direction would Shape Q move? 3 right 3 left 3 down 3 up"
823,823,What is the order of rotational symmetry of this equilateral triangle? 0 1 2 3
824,824,"p, q, and r are 3 angles on a straight line. Jo and Paul are arguing about them! Jo says p, q and r must all be acute. Paul says one of the angles must be obtuse. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
825,825,If you triple 8 you get... 38 11 888 24
826,826,"Jo and Paul are having a conversation about multiples Jo says that if n is a positive integer that is divisible by 8, then 8 + n will always be a multiple of 8 Paul says that if n is a positive integer, 8n will always be a multiple of 8 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
827,827,"Point S is reflected in the line y = -x It is then translated by the vector (-1, 0) What are the new coordinates of point S? (-5, 3) (-6, 2) (-5, 1) (-7, 3)"
828,828,6² = 8 12 36 62
829,829,A common factor of 27 and 47 is... 3 7 27 None of these answers are common factors
830,830,Which of the following calculations is not represented by the diagram above? 5 = 45 ÷ 9 5 × 9 = 45 45 = 9 × 5 5 ÷ 45 = 9
831,831,"What number and sign belong in the box?
-6 □ = -4 + 10 + 2 - 10 - 2"
832,832,What fraction is the arrow pointing to? 1/2 2/5 3/4 There is no such fraction
833,833,Which of the following calculations would correctly work out the difference between the temperature at 1pm on Thursday and the temperature at 1am on Wednesday? (−4) + 7 7 − (−4) 7 + (−4) 7 − 4
834,834,"a = -4, b = 3
ab ★ a + b
What symbol should replace the star? >  <  =  Need more information"
835,835,"Using the key on the right, which of the following expressions give the perimeter of this shape? 2p + 6q 3(2p + q) 6p + 2q 8pq"
836,836,What is the output of this Function Machine? 10p 7p 5(p + 2) 5p + 2
837,837,"Describe the movements to get from point Y to point Z. East 4 squares, north 1 square West 3 squares, north 1 square East 3 squares, north 1 square West 3 squares, south 1 square"
838,838,The diagram shows an equilateral triangle and a square. What is the size of angle α? 210° 150° 255° Not enough information
839,839,1 + 2 × 3 / 4 = 6.25 2.25 2.5 1.75
840,840,"If 15 is a factor of a number, then another factor of that number must be... 3 7 and 8 30 Impossible to say"
841,841,How many squares would you need to shade on this shape to shade 1/3 of the whole shape? 3 4 5 6
842,842,"Calculate
8 ÷ 5/6 40/6 40/48 46/5 48/5"
843,843,1.2 × 2.5 = ?/? × ?/? 1/2 × 2/5 1 1/2 × 2 1/5 5/6 × 2/5 6/5 × 5/2
844,844,2n + 6 = Which expression should replace the star? You can use the images to help you if you like. 4(2n) 2(n + 3) 3(n + 2) 2(4n)
845,845,What can you say about line segments K and L? K is longer than L K is shorter than L K and L are the same length We don't have enough information without measuring them
846,846,What is the size of the angle marked s? 60° 135° 150° Not enough information
847,847,Convert 0.8 to a fraction in its simplest form. 8/10 80/100 4/5 1/8
848,848,What is the area of this shape? 20 10 6 5
849,849,Which calculation is equal to −20? (-3)² - 11 3 × (-4) - (-4) × 2 -28 - (-4) × (-2) (-33) ÷ (-3) - 31
850,850,Which of the following statements is true when n = 2.5? 3n = 4n - 2 3n < 4n - 2 3n > 4n - 2 Not enough information
851,851,Jo and Paul are still arguing about the number expressed as 2² × 3³ × 5². Jo says 6 is a factor of the number. Paul says 45 is a factor of the number. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
852,852,"n × 5 ≥ n/5 If n can represent any number, is the statement above... always true sometimes true never true Need more information"
853,853,"What happens when you remove squares, as shown from left to right in the diagrams below? The perimeter changes but the area stays the same The area changes but the perimeter stays the same Both the perimeter and area change Both the perimeter and area stay the same"
854,854,How many times does 3/4 go into 12? 9 16 36/48 48
855,855,Which of the following is the best estimate of the size of this angle? 60° 90° 120° 160°
856,856,"Tom and Katie are arguing about the result of this Function Machine:

Tom says the output is: 3n − 12
Katie says the output is: 3(n − 4)

Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
857,857,"If $ A = 3^4 \times 5^2 \times 7^2 $, $ 3A = ? $ 3^5 \times 5^2 \times 7^2 3^7 \times 5^5 \times 7^5 3^{12} \times 5^6 \times 7^6 9^4 \times 15^2 \times 21^2"
858,858,Jo and Paul are talking about different ways of writing the expression on the right. Jo says you could write it as: 6(g - 4h) Paul says you could write it as : 3(2g - 8h) Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
859,859,Tom and Katie are arguing about equations they can write based on the equation on the right. Tom says you could write: 3c - 20 = d - 20 Katie says you could write: 12c = 4d Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
860,860,Work out: 1 - 4/9 3/8 5/9 3/9 4/8
861,861,How many small cubes have been used to make this larger cube? 36 27 19 9
862,862,3n + 1 - n - 6 = 2n + 5 2n - 5 4n + 7 -2
863,863,How many degrees are there in half a turn? 180° 90° 50° 30°
864,864,What is the highest common factor of 12 and 6? 1 3 6 12
865,865,"Tom and Katie are arguing about constructing triangles. Tom says you can construct a triangle with lengths 5 cm, 9 cm and 4 cm. Katie says you can construct a triangle with lengths 20 cm, 22 cm and 3 cm. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
866,866,This is an isosceles triangle. Calculate the size of angle p. 28° 76° 104° Not enough information
867,867,"What number belongs in the box?
(-3) + □ = 2 5 6 -1 -5"
868,868,Which of the following statements is true when n = -2? 3n = 4n - 2 3n < 4n - 2 3n > 4n - 2 Not enough information
869,869,"Which of the following triangles does not have the same area as the others? 3, 3.9, 5 6, 5 10, 5, 3 They all have the same area"
870,870,What is the length of the side marked k? 2 cm 2.5 cm 3 cm Not enough information
871,871,"Points V, W, X, Y and Z are all equally spaced along the line. The coordinates of Y are shown. What are the coordinates of X? (6, -1) (12, -2) (9, -1.5) (10, -2)"
872,872,"Here are 3 vertices of a rectangle. What are the coordinates of the 4th vertex? (-1, -10) (-9, 1) (-10, -1) (-10, 0)"
873,873,"The two lines currently intersect at the red dot. If angle p was changed to 120° and angle q was changed to 80°, in which region would the two lines intersect? A B C D"
874,874,Rectangle P has been enlarged by a scale factor of 1.5 to give rectangle Q. What length should replace the star? 6 cm 7.5 cm 5 cm 4.5 cm
875,875,What is the shaded angle in this regular pentagon? 108° 120° 142° Not enough information
876,876,What is a quarter of a fifth? 1/20 1/9 5/4 4/5
877,877,What is the equation of this line? x = 3 y = 3 xy = 3 y = 3x
878,878,"What is the length of the missing side, k, on the larger triangle? 10.6 cm 10.3 cm 2.65 cm Not enough information"
879,879,Jo and Paul are arguing about tessellating pentagons. Jo says a regular pentagon will never tessellate. Paul says you can tessellate with a pentagon. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
880,880,"Which symbols make the following statements correct?
two lakh □ 40 000
5 000 000 □ five crores > > > < < > < <"
881,881,2 × 3 + 4 □ (2 × 3) + 4 Which symbol belongs in the box? > < = ≠
882,882,"(-20) × (-5) = 2 × (-10) × (-5)
Is this... true because of distributivity true because of associativity true because of commutativity false"
883,883,Calculate $\frac{3}{5} \div \frac{3}{10}$ $\frac{9}{50}$ 2 $\frac{50}{9}$ $\frac{1}{2}$
884,884,The area of this parallelogram is 56 cm². What is the value of m? 48 cm 7 cm 6 cm Not enough information
885,885,"2w + r = ... Using the diagram, which of the following correctly completes the equation above? p 4p 2p p/2"
886,886,Calculate 3 ÷ 1/6 1/2 1/18 2 18
887,887,12 × 6 - 1 + 2 Where do the brackets need to go to make the answer equal 36? 12 × 6 - (1 + 2) 12 × (6 - 1 + 2) 12 × (6 - (1 + 2)) Does not need brackets
888,888,What number should replace ❤️ in the Venn diagram? 2 3 5 30
889,889,"a and b represent different numbers.
Jo says: a + b = b + a
Paul says: a - b = b - a
Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
890,890,“Common multiples of 5 and 4 are also multiples of 9” Is this statement... always true sometimes true never true Impossible to say
891,891,What shape do you get if you join up the midpoints of the sides of this shape? Square Rhombus Kite Rectangle
892,892,Which of the following calculations could this diagram represent? 8 × 1/2 = 4 8 × 1/2 = 16 4 × 1/2 = 8 8 × 1/2 = 4 1/2
893,893,\frac{1}{5} of 18 = ? \times 18 5 0.5 0.2 2
894,894,What is value of p in this compound shape made with rectangles? 4 cm 3 cm 3.5 cm Not enough information
895,895,= \frac{1}{4} of ...  \n \n \n   \n \n   \n   \n 
896,896,Jo and Paul are discussing prime numbers Jo says 23 is a prime number Paul says 2 is the smallest prime number Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
897,897,"For this compound shape made with rectangles, what length should replace the star? 17/18 m 3/5 m 5/9 m 3/2 m"
898,898,"8r = ...
Using the diagram, which of the following correctly completes the equation above? 6g 4p 14w 5g"
899,899,"If = 1, then = ? 5 1/5 1/6 5/6"
900,900,"What are the co-ordinates of the marked point? (4, -2) (-2, 4) (4, 2) (-4, -2)"
901,901,What is the size of angle p? 65° 40° 105° Not enough information
902,902,Squares have been arranged in these patterns: Pattern 1 Pattern 2 Pattern 3 Pattern 4 Which of the following expressions would correctly give the number of squares in Pattern n? n + 3 2n + 4 3n - 2 3n + 2
903,903,What is the size of angle s? 30° 36° 45° Not enough information
904,904,(0.1) ÷ (-(1)/(4)) = -(4)/(10) 0.4 -(1)/(40) (1)/(40)
905,905,What is the width of each of the intervals on the number line? 4/7 4/3 1/2 3/4
906,906,What is the equation of this line of symmetry? y = -3.5 y = -4 y = -2 y = -1
907,907,"Which line is showing a line of symmetry? Line passing through the middle of the heart shape horizontally, but not cutting it into two equal halves. Line passing through the middle of the heart shape horizontally, cutting it into two equal halves. Diagonal line passing through the middle of the heart shape, cutting it into two equal halves. Line passing through the right side of the heart shape, cutting it into two unequal halves."
908,908,Which calculation is incorrect? 5 × 9 = 45 5 × (−9) = −45 (−5) × 9 = −45 (−5) × (−9) = −45
909,909,The area of the shape on the left is 3 m². What is the area of the shaded section on the shape on the right? 1 m² 5/6 m² 2 5/6 m² 2 1/2 m²
910,910,What is the size of angle z? 180° 120° 90° Not enough information
911,911,Here is a number line: Which of the following numbers would be placed to the left of -4 on the number line? -3 -7 3 7
912,912,3 + 6 × 2 Tom and Katie are trying to make the calculation above equal to 18. Tom says you can write it like this: (3 + 6) × 2 Katie says you can leave it like this: 3 + 6 × 2 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
913,913,Tom and Katie are arguing about the order of rotational symmetry of quadrilaterals. Tom says some quadrilaterals have an order of rotational symmetry of 1. Katie says some quadrilaterals have an order of rotational symmetry of 3. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
914,914,What is the size of angle p? 52° 138° 128° Not enough information
915,915,Which of the following statements is true when n = -2? n + 3 > 3n n + 3 < 3n n + 3 = 3n Not enough information
916,916,"Dots have been arranged in these patterns:

Pattern 1 Pattern 2 Pattern 3 Pattern 4

How many dots would there be in Pattern n? 4n + 2 4n - 2 2n + 4 n + 2"
917,917,This shape is reflected in the line shown. Which point is a reflection point? A B C D
918,918,Tom and Katie are still arguing about the number expressed as 3^4 × 5^2 × 7^2. Tom says 10 is a factor of the number. Katie says 75 is a factor of the number. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
919,919,"Point S is reflected in the line y = x It is then translated by the vector (1,-1) What are the new coordinates of point S? (1,5) (1,1) (3,5) (3,3)"
920,920,Jo and Paul are discussing the diagram on the right. Jo says the two lines are parallel. Paul says they will eventually intersect. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
921,921,"1, 2, 4, 8 These are the only factors of... 1 8 16 64"
922,922,"Here is a number line:

Which of the following numbers could be indicated by the arrow? -3 -2.75 -4.5 -3.5"
923,923,Which of the following could replace the star? 9 × (9 - 3) = ★ 9 × 6 9 × 12 99 + 93 9 × 9 - 3
924,924,If you double 12 you get... 14 24 1212 212
925,925,What should replace the question mark? 1 8/9 8/12 11/12
926,926,What is the difference between the temperature at 1pm on Monday and the temperature at 1am on Thursday? 6°C 8°C 7°C 3°C
927,927,What is the size of angle p? 76° 66° 46° Not enough information
928,928,How many squares would you need to shade on this shape to shade 2/5 of the whole shape? 3 4 5 6
929,929,Isaac has used 4/5 of his Lego bricks to build a castle. So far he has used 1200 bricks. How many bricks does Isaac have altogether? Which of the following calculations would give the correct answer to this problem? 1200 × 4/5 1200 ÷ 4/5 1200 ÷ 5/4 4/5 ÷ 1200
930,930,Work out: \(\frac{3}{10} + \frac{5}{10}\) Write your answer in its simplest form. \(\frac{8}{20}\) \(\frac{8}{10}\) \(\frac{4}{5}\) \(\frac{4}{10}\)
931,931,Tom and Katie are arguing about the precise definition of a square. Tom says it is a quadrilateral with four equal sides. Katie says a polygon with exactly four right angles. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
932,932,"What should replace the symbols in the following model to represent the calculation 4 × 8 = 8 × 4? ☆ = 32
● = 32
❤️ = 4 ☆ = 32
● = 32
❤️ = 8 ☆ = 4
● = 4
❤️ = 8 ☆ = 4
● = 8
❤️ = 4"
933,933,Jo and Paul are arguing about the red line drawn on the circle to the right. Jo says it is a chord. Paul says it is an arc. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
934,934,3n + 12 = Which expression should replace the star? You can use the images to help you if you like. 3(n + 4) 3(5n) 5(3n) 4(n + 3)
935,935,What is the size of angle s? 45° 51.4° 60° Not enough information
